station_id,timestamp,parking_count,hour,day_of_week,is_weekend
ST-1689,2025-12-26T08:18:37.715062,22,8,4,0
ST-1332,2025-12-26T08:18:37.715126,26,8,4,0
ST-111,2025-12-26T08:18:37.714918,4,8,4,0
ST-578,2025-12-26T08:18:37.715102,8,8,4,0
ST-1515,2025-12-26T08:18:37.715059,8,8,4,0
ST-4,2025-12-26T08:18:37.714153,13,8,4,0
ST-511,2025-12-26T08:18:37.715039,1,8,4,0
ST-398,2025-12-26T08:18:37.714948,12,8,4,0
ST-568,2025-12-26T08:18:37.715114,8,8,4,0
ST-547,2025-12-26T08:18:37.715079,53,8,4,0
ST-539,2025-12-26T08:18:37.715069,2,8,4,0
ST-1098,2025-12-26T08:18:37.715125,22,8,4,0
ST-185,2025-12-26T08:18:37.714820,12,8,4,0
ST-1850,2025-12-26T08:18:37.715035,10,8,4,0
ST-1342,2025-12-26T08:18:37.714984,5,8,4,0
ST-177,2025-12-26T08:18:37.714816,1,8,4,0
ST-232,2025-12-26T08:18:37.714277,12,8,4,0
ST-205,2025-12-26T08:18:37.714264,13,8,4,0
ST-413,2025-12-26T08:18:37.714289,31,8,4,0
ST-1775,2025-12-26T08:18:37.714903,7,8,4,0
ST-2223,2025-12-26T08:18:37.715108,23,8,4,0
ST-360,2025-12-26T08:18:37.714932,20,8,4,0
ST-522,2025-12-26T08:18:37.715042,13,8,4,0
ST-839,2025-12-26T08:18:37.715073,22,8,4,0
ST-51,2025-12-26T08:18:37.714281,9,8,4,0
ST-1675,2025-12-26T08:18:37.714895,15,8,4,0
ST-2222,2025-12-26T08:18:37.715107,6,8,4,0
ST-1375,2025-12-26T08:18:37.715129,52,8,4,0
ST-118,2025-12-26T08:18:37.714800,5,8,4,0
ST-1341,2025-12-26T08:18:37.714983,6,8,4,0
ST-175,2025-12-26T08:18:37.714815,26,8,4,0
ST-1436,2025-12-26T08:18:37.714889,26,8,4,0
ST-243,2025-12-26T08:18:37.714923,20,8,4,0
ST-857,2025-12-26T08:18:37.715123,5,8,4,0
ST-50,2025-12-26T08:18:37.714282,31,8,4,0
ST-1608,2025-12-26T08:18:37.714900,16,8,4,0
ST-1481,2025-12-26T08:18:37.715016,39,8,4,0
ST-840,2025-12-26T08:18:37.715082,50,8,4,0
ST-1034,2025-12-26T08:18:37.715012,11,8,4,0
ST-544,2025-12-26T08:18:37.715076,4,8,4,0
ST-570,2025-12-26T08:18:37.715116,14,8,4,0
ST-475,2025-12-26T08:18:37.715006,15,8,4,0
ST-2014,2025-12-26T08:18:37.714972,9,8,4,0
ST-1768,2025-12-26T08:18:37.714898,12,8,4,0
ST-267,2025-12-26T08:18:37.714945,4,8,4,0
ST-1674,2025-12-26T08:18:37.715017,16,8,4,0
ST-2264,2025-12-26T08:18:37.715020,28,8,4,0
ST-510,2025-12-26T08:18:37.715038,1,8,4,0
ST-200,2025-12-26T08:18:37.714258,10,8,4,0
ST-1999,2025-12-26T08:18:37.714969,1,8,4,0
ST-1064,2025-12-26T08:18:37.715052,39,8,4,0
ST-829,2025-12-26T08:18:37.715045,0,8,4,0
ST-108,2025-12-26T08:18:37.714916,60,8,4,0
ST-975,2025-12-26T08:18:37.715049,16,8,4,0
ST-516,2025-12-26T08:18:37.715041,5,8,4,0
ST-186,2025-12-26T08:18:37.714821,2,8,4,0
ST-1325,2025-12-26T08:18:37.714982,13,8,4,0
ST-1062,2025-12-26T08:18:37.715050,6,8,4,0
ST-643,2025-12-26T08:18:37.715137,61,8,4,0
ST-492,2025-12-26T08:18:37.715021,9,8,4,0
ST-178,2025-12-26T08:18:37.714818,1,8,4,0
ST-1087,2025-12-26T08:18:37.715089,6,8,4,0
