station_id,timestamp,parking_count,hour,day_of_week,is_weekend
ST-1689,2025-12-26T08:17:37.291794,22,8,4,0
ST-1332,2025-12-26T08:17:37.291853,26,8,4,0
ST-111,2025-12-26T08:17:37.291669,4,8,4,0
ST-578,2025-12-26T08:17:37.291827,8,8,4,0
ST-1515,2025-12-26T08:17:37.291792,8,8,4,0
ST-4,2025-12-26T08:17:37.291542,13,8,4,0
ST-511,2025-12-26T08:17:37.291774,1,8,4,0
ST-398,2025-12-26T08:17:37.291695,12,8,4,0
ST-568,2025-12-26T08:17:37.291840,8,8,4,0
ST-547,2025-12-26T08:17:37.291809,52,8,4,0
ST-539,2025-12-26T08:17:37.291800,2,8,4,0
ST-1098,2025-12-26T08:17:37.291852,22,8,4,0
ST-185,2025-12-26T08:17:37.291630,12,8,4,0
ST-1850,2025-12-26T08:17:37.291771,10,8,4,0
ST-1342,2025-12-26T08:17:37.291726,5,8,4,0
ST-177,2025-12-26T08:17:37.291626,1,8,4,0
ST-232,2025-12-26T08:17:37.291588,12,8,4,0
ST-205,2025-12-26T08:17:37.291577,13,8,4,0
ST-413,2025-12-26T08:17:37.291598,31,8,4,0
ST-1775,2025-12-26T08:17:37.291656,7,8,4,0
ST-2223,2025-12-26T08:17:37.291835,23,8,4,0
ST-360,2025-12-26T08:17:37.291681,20,8,4,0
ST-522,2025-12-26T08:17:37.291777,13,8,4,0
ST-839,2025-12-26T08:17:37.291804,22,8,4,0
ST-51,2025-12-26T08:17:37.291591,10,8,4,0
ST-1675,2025-12-26T08:17:37.291650,15,8,4,0
ST-2222,2025-12-26T08:17:37.291833,6,8,4,0
ST-1375,2025-12-26T08:17:37.291855,52,8,4,0
ST-118,2025-12-26T08:17:37.291610,5,8,4,0
ST-1341,2025-12-26T08:17:37.291725,6,8,4,0
ST-175,2025-12-26T08:17:37.291625,26,8,4,0
ST-1436,2025-12-26T08:17:37.291643,26,8,4,0
ST-243,2025-12-26T08:17:37.291674,20,8,4,0
ST-857,2025-12-26T08:17:37.291850,5,8,4,0
ST-50,2025-12-26T08:17:37.291593,31,8,4,0
ST-1608,2025-12-26T08:17:37.291653,16,8,4,0
ST-1481,2025-12-26T08:17:37.291754,39,8,4,0
ST-840,2025-12-26T08:17:37.291811,50,8,4,0
ST-1034,2025-12-26T08:17:37.291751,11,8,4,0
ST-544,2025-12-26T08:17:37.291806,4,8,4,0
ST-570,2025-12-26T08:17:37.291842,14,8,4,0
ST-475,2025-12-26T08:17:37.291745,15,8,4,0
ST-2014,2025-12-26T08:17:37.291714,8,8,4,0
ST-1768,2025-12-26T08:17:37.291652,12,8,4,0
ST-267,2025-12-26T08:17:37.291692,4,8,4,0
ST-1674,2025-12-26T08:17:37.291756,16,8,4,0
ST-2264,2025-12-26T08:17:37.291758,28,8,4,0
ST-510,2025-12-26T08:17:37.291773,1,8,4,0
ST-200,2025-12-26T08:17:37.291572,10,8,4,0
ST-1999,2025-12-26T08:17:37.291712,1,8,4,0
ST-1064,2025-12-26T08:17:37.291786,39,8,4,0
ST-829,2025-12-26T08:17:37.291780,0,8,4,0
ST-108,2025-12-26T08:17:37.291667,60,8,4,0
ST-975,2025-12-26T08:17:37.291783,15,8,4,0
ST-516,2025-12-26T08:17:37.291775,5,8,4,0
ST-186,2025-12-26T08:17:37.291631,2,8,4,0
ST-1325,2025-12-26T08:17:37.291724,13,8,4,0
ST-1062,2025-12-26T08:17:37.291784,6,8,4,0
ST-643,2025-12-26T08:17:37.291863,61,8,4,0
ST-492,2025-12-26T08:17:37.291759,9,8,4,0
ST-178,2025-12-26T08:17:37.291628,1,8,4,0
ST-1087,2025-12-26T08:17:37.291817,6,8,4,0
ST-540,2025-12-26T08:17:37.291801,56,8,4,0
ST-203,2025-12-26T08:17:37.291575,5,8,4,0
ST-1063,2025-12-26T08:17:37.291785,59,8,4,0
ST-933,2025-12-26T08:17:37.291808,2,8,4,0
ST-496,2025-12-26T08:17:37.291761,0,8,4,0
ST-362,2025-12-26T08:17:37.291682,12,8,4,0
ST-740,2025-12-26T08:17:37.291805,2,8,4,0
ST-453,2025-12-26T08:17:37.291736,40,8,4,0
ST-459,2025-12-26T08:17:37.291739,1,8,4,0
ST-2179,2025-12-26T08:17:37.291731,1,8,4,0
ST-212,2025-12-26T08:17:37.291581,21,8,4,0
ST-572,2025-12-26T08:17:37.291825,6,8,4,0
ST-2290,2025-12-26T08:17:37.291859,32,8,4,0
ST-497,2025-12-26T08:17:37.291762,7,8,4,0
ST-2182,2025-12-26T08:17:37.291732,12,8,4,0
ST-852,2025-12-26T08:17:37.291849,1,8,4,0
ST-328,2025-12-26T08:17:37.291717,27,8,4,0
ST-132,2025-12-26T08:17:37.291615,22,8,4,0
ST-238,2025-12-26T08:17:37.291673,2,8,4,0
ST-295,2025-12-26T08:17:37.291602,35,8,4,0
ST-528,2025-12-26T08:17:37.291782,10,8,4,0
ST-254,2025-12-26T08:17:37.291678,26,8,4,0
ST-1035,2025-12-26T08:17:37.291752,23,8,4,0
ST-31,2025-12-26T08:17:37.291568,11,8,4,0
ST-1065,2025-12-26T08:17:37.291787,37,8,4,0
ST-142,2025-12-26T08:17:37.291616,12,8,4,0
ST-1785,2025-12-26T08:17:37.291660,2,8,4,0
ST-300,2025-12-26T08:17:37.291603,38,8,4,0
ST-470,2025-12-26T08:17:37.291743,1,8,4,0
ST-1443,2025-12-26T08:17:37.291728,30,8,4,0
ST-30,2025-12-26T08:17:37.291567,38,8,4,0
ST-5,2025-12-26T08:17:37.291556,12,8,4,0
ST-7,2025-12-26T08:17:37.291558,3,8,4,0
ST-6,2025-12-26T08:17:37.291557,12,8,4,0
ST-849,2025-12-26T08:17:37.291844,10,8,4,0
ST-1731,2025-12-26T08:17:37.291708,56,8,4,0
ST-850,2025-12-26T08:17:37.291845,5,8,4,0
ST-2229,2025-12-26T08:17:37.291838,5,8,4,0
ST-19,2025-12-26T08:17:37.291565,4,8,4,0
ST-157,2025-12-26T08:17:37.291621,6,8,4,0
ST-372,2025-12-26T08:17:37.291688,13,8,4,0
ST-272,2025-12-26T08:17:37.291693,6,8,4,0
ST-248,2025-12-26T08:17:37.291675,7,8,4,0
ST-211,2025-12-26T08:17:37.291580,10,8,4,0
ST-1791,2025-12-26T08:17:37.291662,10,8,4,0
ST-473,2025-12-26T08:17:37.291744,4,8,4,0
ST-307,2025-12-26T08:17:37.291606,30,8,4,0
ST-1611,2025-12-26T08:17:37.291655,21,8,4,0
ST-365,2025-12-26T08:17:37.291683,11,8,4,0
ST-313,2025-12-26T08:17:37.291703,14,8,4,0
ST-574,2025-12-26T08:17:37.291826,4,8,4,0
ST-253,2025-12-26T08:17:37.291677,20,8,4,0
ST-334,2025-12-26T08:17:37.291719,15,8,4,0
ST-948,2025-12-26T08:17:37.291861,4,8,4,0
ST-523,2025-12-26T08:17:37.291778,16,8,4,0
ST-265,2025-12-26T08:17:37.291691,13,8,4,0
ST-2225,2025-12-26T08:17:37.291836,11,8,4,0
ST-1435,2025-12-26T08:17:37.291642,23,8,4,0
ST-336,2025-12-26T08:17:37.291637,27,8,4,0
ST-1694,2025-12-26T08:17:37.291796,2,8,4,0
ST-216,2025-12-26T08:17:37.291583,14,8,4,0
ST-1333,2025-12-26T08:17:37.291854,42,8,4,0
ST-249,2025-12-26T08:17:37.291676,5,8,4,0
ST-1013,2025-12-26T08:17:37.291706,4,8,4,0
ST-204,2025-12-26T08:17:37.291576,9,8,4,0
ST-233,2025-12-26T08:17:37.291589,15,8,4,0
ST-18,2025-12-26T08:17:37.291562,10,8,4,0
ST-1061,2025-12-26T08:17:37.291764,29,8,4,0
ST-1838,2025-12-26T08:17:37.291769,16,8,4,0
ST-1036,2025-12-26T08:17:37.291753,12,8,4,0
ST-8,2025-12-26T08:17:37.291559,1,8,4,0
ST-1032,2025-12-26T08:17:37.291750,2,8,4,0
ST-831,2025-12-26T08:17:37.291772,15,8,4,0
ST-462,2025-12-26T08:17:37.291740,37,8,4,0
ST-89,2025-12-26T08:17:37.291648,21,8,4,0
ST-435,2025-12-26T08:17:37.291720,31,8,4,0
ST-151,2025-12-26T08:17:37.291619,13,8,4,0
ST-2191,2025-12-26T08:17:37.291734,17,8,4,0
ST-20,2025-12-26T08:17:37.291563,6,8,4,0
ST-198,2025-12-26T08:17:37.291636,15,8,4,0
ST-207,2025-12-26T08:17:37.291579,16,8,4,0
ST-891,2025-12-26T08:17:37.291803,104,8,4,0
ST-1083,2025-12-26T08:17:37.291816,18,8,4,0
ST-2226,2025-12-26T08:17:37.291837,16,8,4,0
ST-463,2025-12-26T08:17:37.291741,13,8,4,0
ST-571,2025-12-26T08:17:37.291824,8,8,4,0
ST-385,2025-12-26T08:17:37.291685,30,8,4,0
ST-324,2025-12-26T08:17:37.291716,13,8,4,0
ST-1070,2025-12-26T08:17:37.291813,11,8,4,0
ST-525,2025-12-26T08:17:37.291781,5,8,4,0
ST-524,2025-12-26T08:17:37.291779,3,8,4,0
ST-387,2025-12-26T08:17:37.291686,6,8,4,0
ST-183,2025-12-26T08:17:37.291624,19,8,4,0
ST-1251,2025-12-26T08:17:37.291789,20,8,4,0
ST-1776,2025-12-26T08:17:37.291657,11,8,4,0
ST-197,2025-12-26T08:17:37.291635,3,8,4,0
ST-236,2025-12-26T08:17:37.291671,27,8,4,0
ST-465,2025-12-26T08:17:37.291742,4,8,4,0
ST-454,2025-12-26T08:17:37.291737,11,8,4,0
ST-1786,2025-12-26T08:17:37.291661,0,8,4,0
ST-289,2025-12-26T08:17:37.291600,5,8,4,0
ST-946,2025-12-26T08:17:37.291723,12,8,4,0
ST-483,2025-12-26T08:17:37.291689,1,8,4,0
ST-72,2025-12-26T08:17:37.291596,12,8,4,0
ST-180,2025-12-26T08:17:37.291629,21,8,4,0
ST-542,2025-12-26T08:17:37.291802,6,8,4,0
ST-586,2025-12-26T08:17:37.291847,4,8,4,0
ST-366,2025-12-26T08:17:37.291684,4,8,4,0
ST-847,2025-12-26T08:17:37.291841,29,8,4,0
ST-1709,2025-12-26T08:17:37.291793,31,8,4,0
ST-119,2025-12-26T08:17:37.291611,29,8,4,0
ST-943,2025-12-26T08:17:37.291638,26,8,4,0
ST-409,2025-12-26T08:17:37.291698,4,8,4,0
ST-825,2025-12-26T08:17:37.291820,12,8,4,0
ST-481,2025-12-26T08:17:37.291748,7,8,4,0
ST-306,2025-12-26T08:17:37.291604,15,8,4,0
ST-1691,2025-12-26T08:17:37.291651,13,8,4,0
ST-1078,2025-12-26T08:17:37.291815,22,8,4,0
ST-944,2025-12-26T08:17:37.291639,2,8,4,0
ST-237,2025-12-26T08:17:37.291672,21,8,4,0
ST-563,2025-12-26T08:17:37.291822,9,8,4,0
ST-15,2025-12-26T08:17:37.291561,3,8,4,0
ST-2152,2025-12-26T08:17:37.291664,0,8,4,0
ST-163,2025-12-26T08:17:37.291622,12,8,4,0
ST-123,2025-12-26T08:17:37.291612,16,8,4,0
ST-73,2025-12-26T08:17:37.291594,11,8,4,0
ST-1506,2025-12-26T08:17:37.291791,13,8,4,0
ST-2177,2025-12-26T08:17:37.291730,9,8,4,0
ST-1736,2025-12-26T08:17:37.291709,2,8,4,0
ST-125,2025-12-26T08:17:37.291614,8,8,4,0
ST-1072,2025-12-26T08:17:37.291814,0,8,4,0
ST-892,2025-12-26T08:17:37.291807,21,8,4,0
ST-408,2025-12-26T08:17:37.291697,3,8,4,0
ST-194,2025-12-26T08:17:37.291633,18,8,4,0
ST-187,2025-12-26T08:17:37.291632,5,8,4,0
ST-278,2025-12-26T08:17:37.291597,4,8,4,0
ST-109,2025-12-26T08:17:37.291668,6,8,4,0
ST-308,2025-12-26T08:17:37.291701,1,8,4,0
ST-2285,2025-12-26T08:17:37.291857,32,8,4,0
ST-1695,2025-12-26T08:17:37.291797,13,8,4,0
ST-436,2025-12-26T08:17:37.291721,1,8,4,0
ST-1779,2025-12-26T08:17:37.291659,28,8,4,0
ST-1376,2025-12-26T08:17:37.291727,12,8,4,0
ST-152,2025-12-26T08:17:37.291620,3,8,4,0
ST-1671,2025-12-26T08:17:37.291699,10,8,4,0
ST-1763,2025-12-26T08:17:37.291767,1,8,4,0
ST-2294,2025-12-26T08:17:37.291860,20,8,4,0
