station_id,timestamp,parking_count,hour,day_of_week,is_weekend
ST-1689,2025-12-26T08:17:07.037817,22,8,4,0
ST-1332,2025-12-26T08:17:07.037874,26,8,4,0
ST-111,2025-12-26T08:17:07.037654,4,8,4,0
ST-578,2025-12-26T08:17:07.037852,8,8,4,0
ST-1515,2025-12-26T08:17:07.037814,8,8,4,0
ST-4,2025-12-26T08:17:07.037532,13,8,4,0
ST-511,2025-12-26T08:17:07.037794,1,8,4,0
ST-398,2025-12-26T08:17:07.037684,12,8,4,0
ST-568,2025-12-26T08:17:07.037863,8,8,4,0
ST-547,2025-12-26T08:17:07.037833,52,8,4,0
ST-539,2025-12-26T08:17:07.037823,2,8,4,0
ST-1098,2025-12-26T08:17:07.037873,22,8,4,0
ST-185,2025-12-26T08:17:07.037614,12,8,4,0
ST-1850,2025-12-26T08:17:07.037790,11,8,4,0
ST-1342,2025-12-26T08:17:07.037723,5,8,4,0
ST-177,2025-12-26T08:17:07.037610,1,8,4,0
ST-232,2025-12-26T08:17:07.037574,12,8,4,0
ST-205,2025-12-26T08:17:07.037564,13,8,4,0
ST-413,2025-12-26T08:17:07.037584,32,8,4,0
ST-1775,2025-12-26T08:17:07.037640,7,8,4,0
ST-2223,2025-12-26T08:17:07.037858,23,8,4,0
ST-360,2025-12-26T08:17:07.037668,20,8,4,0
ST-522,2025-12-26T08:17:07.037797,13,8,4,0
ST-839,2025-12-26T08:17:07.037827,22,8,4,0
ST-51,2025-12-26T08:17:07.037578,10,8,4,0
ST-1675,2025-12-26T08:17:07.037633,15,8,4,0
ST-2222,2025-12-26T08:17:07.037857,6,8,4,0
ST-1375,2025-12-26T08:17:07.037877,52,8,4,0
ST-118,2025-12-26T08:17:07.037595,5,8,4,0
ST-1341,2025-12-26T08:17:07.037722,6,8,4,0
ST-175,2025-12-26T08:17:07.037609,26,8,4,0
ST-1436,2025-12-26T08:17:07.037627,26,8,4,0
ST-243,2025-12-26T08:17:07.037659,20,8,4,0
ST-857,2025-12-26T08:17:07.037872,5,8,4,0
ST-50,2025-12-26T08:17:07.037579,31,8,4,0
ST-1608,2025-12-26T08:17:07.037637,16,8,4,0
