station_id,timestamp,parking_count,hour,day_of_week,is_weekend
ST-1689,2025-12-26T08:10:07.480080,23,8,4,0
ST-1332,2025-12-26T08:10:07.480140,26,8,4,0
ST-111,2025-12-26T08:10:07.479940,4,8,4,0
ST-578,2025-12-26T08:10:07.480117,8,8,4,0
ST-1515,2025-12-26T08:10:07.480077,7,8,4,0
ST-4,2025-12-26T08:10:07.479808,12,8,4,0
ST-511,2025-12-26T08:10:07.480058,1,8,4,0
ST-398,2025-12-26T08:10:07.479969,13,8,4,0
ST-568,2025-12-26T08:10:07.480128,8,8,4,0
ST-547,2025-12-26T08:10:07.480097,53,8,4,0
ST-539,2025-12-26T08:10:07.480086,1,8,4,0
ST-1098,2025-12-26T08:10:07.480138,21,8,4,0
ST-185,2025-12-26T08:10:07.479898,10,8,4,0
ST-1850,2025-12-26T08:10:07.480055,12,8,4,0
ST-1342,2025-12-26T08:10:07.480004,5,8,4,0
ST-177,2025-12-26T08:10:07.479895,1,8,4,0
ST-232,2025-12-26T08:10:07.479856,12,8,4,0
ST-205,2025-12-26T08:10:07.479845,13,8,4,0
ST-413,2025-12-26T08:10:07.479866,30,8,4,0
ST-1775,2025-12-26T08:10:07.479924,7,8,4,0
ST-2223,2025-12-26T08:10:07.480123,24,8,4,0
ST-360,2025-12-26T08:10:07.479953,19,8,4,0
ST-522,2025-12-26T08:10:07.480061,13,8,4,0
ST-839,2025-12-26T08:10:07.480090,21,8,4,0
ST-51,2025-12-26T08:10:07.479860,10,8,4,0
ST-1675,2025-12-26T08:10:07.479917,15,8,4,0
ST-2222,2025-12-26T08:10:07.480122,6,8,4,0
ST-1375,2025-12-26T08:10:07.480142,51,8,4,0
ST-118,2025-12-26T08:10:07.479878,4,8,4,0
ST-1341,2025-12-26T08:10:07.480003,6,8,4,0
ST-175,2025-12-26T08:10:07.479894,26,8,4,0
ST-1436,2025-12-26T08:10:07.479911,26,8,4,0
ST-243,2025-12-26T08:10:07.479945,17,8,4,0
ST-857,2025-12-26T08:10:07.480137,6,8,4,0
ST-50,2025-12-26T08:10:07.479861,30,8,4,0
ST-1608,2025-12-26T08:10:07.479921,17,8,4,0
ST-1481,2025-12-26T08:10:07.480036,39,8,4,0
ST-840,2025-12-26T08:10:07.480099,49,8,4,0
ST-1034,2025-12-26T08:10:07.480032,11,8,4,0
ST-544,2025-12-26T08:10:07.480093,4,8,4,0
ST-570,2025-12-26T08:10:07.480130,14,8,4,0
ST-475,2025-12-26T08:10:07.480026,16,8,4,0
ST-2014,2025-12-26T08:10:07.479991,6,8,4,0
ST-1768,2025-12-26T08:10:07.479919,12,8,4,0
ST-267,2025-12-26T08:10:07.479966,3,8,4,0
ST-1674,2025-12-26T08:10:07.480038,16,8,4,0
ST-2264,2025-12-26T08:10:07.480040,30,8,4,0
ST-510,2025-12-26T08:10:07.480057,1,8,4,0
ST-200,2025-12-26T08:10:07.479840,10,8,4,0
ST-1999,2025-12-26T08:10:07.479988,1,8,4,0
ST-1064,2025-12-26T08:10:07.480071,39,8,4,0
ST-829,2025-12-26T08:10:07.480064,1,8,4,0
ST-108,2025-12-26T08:10:07.479937,60,8,4,0
ST-975,2025-12-26T08:10:07.480068,14,8,4,0
ST-516,2025-12-26T08:10:07.480060,7,8,4,0
ST-186,2025-12-26T08:10:07.479899,2,8,4,0
ST-1325,2025-12-26T08:10:07.480002,13,8,4,0
ST-1062,2025-12-26T08:10:07.480069,7,8,4,0
ST-643,2025-12-26T08:10:07.480149,61,8,4,0
ST-492,2025-12-26T08:10:07.480042,8,8,4,0
ST-178,2025-12-26T08:10:07.479896,1,8,4,0
ST-1087,2025-12-26T08:10:07.480106,6,8,4,0
ST-540,2025-12-26T08:10:07.480087,56,8,4,0
ST-203,2025-12-26T08:10:07.479842,5,8,4,0
ST-1063,2025-12-26T08:10:07.480070,61,8,4,0
ST-933,2025-12-26T08:10:07.480096,2,8,4,0
ST-496,2025-12-26T08:10:07.480044,1,8,4,0
ST-362,2025-12-26T08:10:07.479954,12,8,4,0
ST-740,2025-12-26T08:10:07.480091,3,8,4,0
ST-453,2025-12-26T08:10:07.480015,40,8,4,0
ST-459,2025-12-26T08:10:07.480018,1,8,4,0
ST-2179,2025-12-26T08:10:07.480010,1,8,4,0
ST-212,2025-12-26T08:10:07.479849,21,8,4,0
ST-572,2025-12-26T08:10:07.480114,5,8,4,0
ST-2290,2025-12-26T08:10:07.480146,32,8,4,0
ST-497,2025-12-26T08:10:07.480045,7,8,4,0
ST-2182,2025-12-26T08:10:07.480011,12,8,4,0
ST-852,2025-12-26T08:10:07.480136,1,8,4,0
ST-328,2025-12-26T08:10:07.479994,27,8,4,0
ST-132,2025-12-26T08:10:07.479883,21,8,4,0
ST-238,2025-12-26T08:10:07.479943,2,8,4,0
ST-295,2025-12-26T08:10:07.479869,35,8,4,0
ST-528,2025-12-26T08:10:07.480066,10,8,4,0
ST-254,2025-12-26T08:10:07.479950,26,8,4,0
ST-1035,2025-12-26T08:10:07.480034,23,8,4,0
ST-31,2025-12-26T08:10:07.479836,11,8,4,0
ST-1065,2025-12-26T08:10:07.480072,37,8,4,0
ST-142,2025-12-26T08:10:07.479884,12,8,4,0
ST-1785,2025-12-26T08:10:07.479929,2,8,4,0
ST-300,2025-12-26T08:10:07.479871,38,8,4,0
ST-470,2025-12-26T08:10:07.480024,1,8,4,0
ST-1443,2025-12-26T08:10:07.480007,30,8,4,0
ST-30,2025-12-26T08:10:07.479835,37,8,4,0
ST-5,2025-12-26T08:10:07.479822,12,8,4,0
ST-7,2025-12-26T08:10:07.479824,3,8,4,0
ST-6,2025-12-26T08:10:07.479823,12,8,4,0
ST-849,2025-12-26T08:10:07.480131,10,8,4,0
ST-1731,2025-12-26T08:10:07.479984,57,8,4,0
ST-850,2025-12-26T08:10:07.480132,5,8,4,0
ST-2229,2025-12-26T08:10:07.480126,5,8,4,0
ST-19,2025-12-26T08:10:07.479832,4,8,4,0
ST-157,2025-12-26T08:10:07.479890,6,8,4,0
ST-372,2025-12-26T08:10:07.479960,13,8,4,0
ST-272,2025-12-26T08:10:07.479967,5,8,4,0
ST-248,2025-12-26T08:10:07.479946,6,8,4,0
ST-211,2025-12-26T08:10:07.479848,10,8,4,0
ST-1791,2025-12-26T08:10:07.479931,10,8,4,0
ST-473,2025-12-26T08:10:07.480025,4,8,4,0
ST-307,2025-12-26T08:10:07.479873,28,8,4,0
ST-1611,2025-12-26T08:10:07.479922,20,8,4,0
ST-365,2025-12-26T08:10:07.479955,11,8,4,0
ST-313,2025-12-26T08:10:07.479978,14,8,4,0
ST-574,2025-12-26T08:10:07.480115,4,8,4,0
ST-253,2025-12-26T08:10:07.479949,21,8,4,0
ST-334,2025-12-26T08:10:07.479996,15,8,4,0
ST-948,2025-12-26T08:10:07.480148,4,8,4,0
ST-523,2025-12-26T08:10:07.480062,16,8,4,0
ST-265,2025-12-26T08:10:07.479965,13,8,4,0
ST-2225,2025-12-26T08:10:07.480124,11,8,4,0
ST-1435,2025-12-26T08:10:07.479910,23,8,4,0
ST-336,2025-12-26T08:10:07.479905,27,8,4,0
ST-1694,2025-12-26T08:10:07.480081,1,8,4,0
ST-216,2025-12-26T08:10:07.479852,14,8,4,0
ST-1333,2025-12-26T08:10:07.480141,42,8,4,0
ST-249,2025-12-26T08:10:07.479947,5,8,4,0
ST-1013,2025-12-26T08:10:07.479981,4,8,4,0
ST-204,2025-12-26T08:10:07.479844,9,8,4,0
ST-233,2025-12-26T08:10:07.479857,15,8,4,0
ST-18,2025-12-26T08:10:07.479829,10,8,4,0
ST-1061,2025-12-26T08:10:07.480048,27,8,4,0
ST-1838,2025-12-26T08:10:07.480053,16,8,4,0
ST-1036,2025-12-26T08:10:07.480035,12,8,4,0
ST-8,2025-12-26T08:10:07.479826,1,8,4,0
ST-1032,2025-12-26T08:10:07.480031,2,8,4,0
ST-831,2025-12-26T08:10:07.480056,15,8,4,0
ST-462,2025-12-26T08:10:07.480019,36,8,4,0
ST-89,2025-12-26T08:10:07.479915,21,8,4,0
ST-435,2025-12-26T08:10:07.479998,31,8,4,0
ST-151,2025-12-26T08:10:07.479887,13,8,4,0
ST-2191,2025-12-26T08:10:07.480013,17,8,4,0
ST-20,2025-12-26T08:10:07.479831,6,8,4,0
ST-198,2025-12-26T08:10:07.479904,15,8,4,0
ST-207,2025-12-26T08:10:07.479847,16,8,4,0
ST-891,2025-12-26T08:10:07.480089,101,8,4,0
ST-1083,2025-12-26T08:10:07.480104,18,8,4,0
ST-2226,2025-12-26T08:10:07.480125,16,8,4,0
ST-463,2025-12-26T08:10:07.480021,13,8,4,0
ST-571,2025-12-26T08:10:07.480113,9,8,4,0
ST-385,2025-12-26T08:10:07.479957,30,8,4,0
ST-324,2025-12-26T08:10:07.479992,13,8,4,0
ST-1070,2025-12-26T08:10:07.480101,11,8,4,0
ST-525,2025-12-26T08:10:07.480065,5,8,4,0
ST-524,2025-12-26T08:10:07.480063,4,8,4,0
ST-387,2025-12-26T08:10:07.479959,6,8,4,0
ST-183,2025-12-26T08:10:07.479892,17,8,4,0
ST-1251,2025-12-26T08:10:07.480075,21,8,4,0
ST-1776,2025-12-26T08:10:07.479926,11,8,4,0
ST-197,2025-12-26T08:10:07.479903,3,8,4,0
ST-236,2025-12-26T08:10:07.479941,27,8,4,0
ST-465,2025-12-26T08:10:07.480022,4,8,4,0
ST-454,2025-12-26T08:10:07.480016,10,8,4,0
ST-1786,2025-12-26T08:10:07.479930,0,8,4,0
ST-289,2025-12-26T08:10:07.479868,5,8,4,0
ST-946,2025-12-26T08:10:07.480001,13,8,4,0
ST-483,2025-12-26T08:10:07.479962,1,8,4,0
ST-72,2025-12-26T08:10:07.479864,12,8,4,0
ST-180,2025-12-26T08:10:07.479897,21,8,4,0
