station_id,timestamp,parking_count,hour,day_of_week,is_weekend
ST-1689,2025-12-26T08:20:08.426876,22,8,4,0
ST-1332,2025-12-26T08:20:08.426941,26,8,4,0
ST-111,2025-12-26T08:20:08.426724,4,8,4,0
ST-578,2025-12-26T08:20:08.426915,8,8,4,0
ST-1515,2025-12-26T08:20:08.426873,8,8,4,0
ST-4,2025-12-26T08:20:08.426569,13,8,4,0
ST-511,2025-12-26T08:20:08.426851,1,8,4,0
ST-398,2025-12-26T08:20:08.426756,12,8,4,0
ST-568,2025-12-26T08:20:08.426926,8,8,4,0
ST-547,2025-12-26T08:20:08.426893,53,8,4,0
ST-539,2025-12-26T08:20:08.426882,3,8,4,0
ST-1098,2025-12-26T08:20:08.426938,22,8,4,0
ST-185,2025-12-26T08:20:08.426677,13,8,4,0
ST-1850,2025-12-26T08:20:08.426847,10,8,4,0
ST-1342,2025-12-26T08:20:08.426792,4,8,4,0
ST-177,2025-12-26T08:20:08.426673,1,8,4,0
ST-232,2025-12-26T08:20:08.426618,12,8,4,0
ST-205,2025-12-26T08:20:08.426606,13,8,4,0
ST-413,2025-12-26T08:20:08.426642,31,8,4,0
ST-1775,2025-12-26T08:20:08.426706,7,8,4,0
ST-2223,2025-12-26T08:20:08.426921,23,8,4,0
ST-360,2025-12-26T08:20:08.426738,20,8,4,0
ST-522,2025-12-26T08:20:08.426855,13,8,4,0
ST-839,2025-12-26T08:20:08.426887,22,8,4,0
ST-51,2025-12-26T08:20:08.426621,9,8,4,0
ST-1675,2025-12-26T08:20:08.426698,15,8,4,0
ST-2222,2025-12-26T08:20:08.426920,6,8,4,0
ST-1375,2025-12-26T08:20:08.426943,52,8,4,0
ST-118,2025-12-26T08:20:08.426656,5,8,4,0
ST-1341,2025-12-26T08:20:08.426791,6,8,4,0
ST-175,2025-12-26T08:20:08.426671,26,8,4,0
ST-1436,2025-12-26T08:20:08.426691,26,8,4,0
ST-243,2025-12-26T08:20:08.426729,20,8,4,0
ST-857,2025-12-26T08:20:08.426936,5,8,4,0
ST-50,2025-12-26T08:20:08.426622,31,8,4,0
ST-1608,2025-12-26T08:20:08.426703,16,8,4,0
ST-1481,2025-12-26T08:20:08.426829,39,8,4,0
ST-840,2025-12-26T08:20:08.426896,50,8,4,0
ST-1034,2025-12-26T08:20:08.426825,11,8,4,0
ST-544,2025-12-26T08:20:08.426889,3,8,4,0
ST-570,2025-12-26T08:20:08.426928,13,8,4,0
ST-475,2025-12-26T08:20:08.426819,15,8,4,0
ST-2014,2025-12-26T08:20:08.426779,9,8,4,0
ST-1768,2025-12-26T08:20:08.426701,12,8,4,0
ST-267,2025-12-26T08:20:08.426752,4,8,4,0
ST-1674,2025-12-26T08:20:08.426831,16,8,4,0
ST-2264,2025-12-26T08:20:08.426832,28,8,4,0
ST-510,2025-12-26T08:20:08.426850,1,8,4,0
ST-200,2025-12-26T08:20:08.426600,10,8,4,0
ST-1999,2025-12-26T08:20:08.426776,1,8,4,0
ST-1064,2025-12-26T08:20:08.426865,39,8,4,0
ST-829,2025-12-26T08:20:08.426858,0,8,4,0
ST-108,2025-12-26T08:20:08.426721,60,8,4,0
ST-975,2025-12-26T08:20:08.426862,16,8,4,0
ST-516,2025-12-26T08:20:08.426852,5,8,4,0
ST-186,2025-12-26T08:20:08.426678,2,8,4,0
ST-1325,2025-12-26T08:20:08.426789,13,8,4,0
ST-1062,2025-12-26T08:20:08.426863,6,8,4,0
ST-643,2025-12-26T08:20:08.426950,61,8,4,0
ST-492,2025-12-26T08:20:08.426834,9,8,4,0
ST-178,2025-12-26T08:20:08.426674,1,8,4,0
ST-1087,2025-12-26T08:20:08.426904,6,8,4,0
ST-540,2025-12-26T08:20:08.426883,56,8,4,0
ST-203,2025-12-26T08:20:08.426602,5,8,4,0
ST-1063,2025-12-26T08:20:08.426864,59,8,4,0
ST-933,2025-12-26T08:20:08.426891,3,8,4,0
ST-496,2025-12-26T08:20:08.426836,0,8,4,0
ST-362,2025-12-26T08:20:08.426739,12,8,4,0
ST-740,2025-12-26T08:20:08.426888,2,8,4,0
ST-453,2025-12-26T08:20:08.426805,40,8,4,0
ST-459,2025-12-26T08:20:08.426810,2,8,4,0
ST-2179,2025-12-26T08:20:08.426799,1,8,4,0
ST-212,2025-12-26T08:20:08.426611,21,8,4,0
ST-572,2025-12-26T08:20:08.426912,6,8,4,0
ST-2290,2025-12-26T08:20:08.426947,32,8,4,0
ST-497,2025-12-26T08:20:08.426837,7,8,4,0
ST-2182,2025-12-26T08:20:08.426801,12,8,4,0
ST-852,2025-12-26T08:20:08.426935,1,8,4,0
ST-328,2025-12-26T08:20:08.426782,27,8,4,0
ST-132,2025-12-26T08:20:08.426661,21,8,4,0
ST-238,2025-12-26T08:20:08.426728,2,8,4,0
ST-295,2025-12-26T08:20:08.426646,35,8,4,0
ST-528,2025-12-26T08:20:08.426860,10,8,4,0
ST-254,2025-12-26T08:20:08.426734,26,8,4,0
ST-1035,2025-12-26T08:20:08.426826,23,8,4,0
ST-31,2025-12-26T08:20:08.426596,11,8,4,0
ST-1065,2025-12-26T08:20:08.426866,38,8,4,0
ST-142,2025-12-26T08:20:08.426662,12,8,4,0
ST-1785,2025-12-26T08:20:08.426711,2,8,4,0
ST-300,2025-12-26T08:20:08.426647,38,8,4,0
ST-470,2025-12-26T08:20:08.426816,1,8,4,0
ST-1443,2025-12-26T08:20:08.426795,30,8,4,0
ST-30,2025-12-26T08:20:08.426594,38,8,4,0
ST-5,2025-12-26T08:20:08.426583,13,8,4,0
ST-7,2025-12-26T08:20:08.426586,3,8,4,0
ST-6,2025-12-26T08:20:08.426585,12,8,4,0
ST-849,2025-12-26T08:20:08.426930,10,8,4,0
ST-1731,2025-12-26T08:20:08.426772,57,8,4,0
ST-850,2025-12-26T08:20:08.426931,5,8,4,0
ST-2229,2025-12-26T08:20:08.426925,5,8,4,0
ST-19,2025-12-26T08:20:08.426593,4,8,4,0
ST-157,2025-12-26T08:20:08.426667,6,8,4,0
ST-372,2025-12-26T08:20:08.426746,13,8,4,0
ST-272,2025-12-26T08:20:08.426754,6,8,4,0
ST-248,2025-12-26T08:20:08.426731,7,8,4,0
ST-211,2025-12-26T08:20:08.426609,10,8,4,0
ST-1791,2025-12-26T08:20:08.426715,10,8,4,0
ST-473,2025-12-26T08:20:08.426817,4,8,4,0
ST-307,2025-12-26T08:20:08.426650,29,8,4,0
ST-1611,2025-12-26T08:20:08.426704,22,8,4,0
ST-365,2025-12-26T08:20:08.426740,11,8,4,0
