station_id,timestamp,parking_count,hour,day_of_week,is_weekend
ST-1689,2025-12-26T08:16:06.582492,22,8,4,0
ST-1332,2025-12-26T08:16:06.582554,26,8,4,0
ST-111,2025-12-26T08:16:06.582331,4,8,4,0
ST-578,2025-12-26T08:16:06.582531,8,8,4,0
ST-1515,2025-12-26T08:16:06.582489,8,8,4,0
ST-4,2025-12-26T08:16:06.582175,12,8,4,0
ST-511,2025-12-26T08:16:06.582468,1,8,4,0
ST-398,2025-12-26T08:16:06.582361,12,8,4,0
ST-568,2025-12-26T08:16:06.582542,8,8,4,0
ST-547,2025-12-26T08:16:06.582509,52,8,4,0
ST-539,2025-12-26T08:16:06.582498,2,8,4,0
ST-1098,2025-12-26T08:16:06.582553,22,8,4,0
ST-185,2025-12-26T08:16:06.582283,12,8,4,0
ST-1850,2025-12-26T08:16:06.582465,12,8,4,0
ST-1342,2025-12-26T08:16:06.582395,5,8,4,0
ST-177,2025-12-26T08:16:06.582278,1,8,4,0
ST-232,2025-12-26T08:16:06.582238,12,8,4,0
ST-205,2025-12-26T08:16:06.582227,13,8,4,0
ST-413,2025-12-26T08:16:06.582248,32,8,4,0
ST-1775,2025-12-26T08:16:06.582317,7,8,4,0
ST-2223,2025-12-26T08:16:06.582537,23,8,4,0
ST-360,2025-12-26T08:16:06.582344,20,8,4,0
ST-522,2025-12-26T08:16:06.582471,13,8,4,0
ST-839,2025-12-26T08:16:06.582503,22,8,4,0
ST-51,2025-12-26T08:16:06.582242,10,8,4,0
ST-1675,2025-12-26T08:16:06.582304,15,8,4,0
ST-2222,2025-12-26T08:16:06.582536,6,8,4,0
ST-1375,2025-12-26T08:16:06.582556,52,8,4,0
ST-118,2025-12-26T08:16:06.582261,4,8,4,0
ST-1341,2025-12-26T08:16:06.582394,6,8,4,0
ST-175,2025-12-26T08:16:06.582276,26,8,4,0
ST-1436,2025-12-26T08:16:06.582298,26,8,4,0
ST-243,2025-12-26T08:16:06.582337,20,8,4,0
ST-857,2025-12-26T08:16:06.582551,5,8,4,0
ST-50,2025-12-26T08:16:06.582243,31,8,4,0
ST-1608,2025-12-26T08:16:06.582314,16,8,4,0
ST-1481,2025-12-26T08:16:06.582447,39,8,4,0
ST-840,2025-12-26T08:16:06.582512,50,8,4,0
ST-1034,2025-12-26T08:16:06.582441,11,8,4,0
ST-544,2025-12-26T08:16:06.582505,4,8,4,0
ST-570,2025-12-26T08:16:06.582544,14,8,4,0
ST-475,2025-12-26T08:16:06.582433,15,8,4,0
ST-2014,2025-12-26T08:16:06.582383,8,8,4,0
ST-1768,2025-12-26T08:16:06.582310,12,8,4,0
ST-267,2025-12-26T08:16:06.582357,4,8,4,0
ST-1674,2025-12-26T08:16:06.582448,16,8,4,0
ST-2264,2025-12-26T08:16:06.582451,30,8,4,0
ST-510,2025-12-26T08:16:06.582467,1,8,4,0
ST-200,2025-12-26T08:16:06.582222,10,8,4,0
ST-1999,2025-12-26T08:16:06.582379,1,8,4,0
ST-1064,2025-12-26T08:16:06.582481,39,8,4,0
ST-829,2025-12-26T08:16:06.582474,0,8,4,0
ST-108,2025-12-26T08:16:06.582328,60,8,4,0
ST-975,2025-12-26T08:16:06.582477,15,8,4,0
ST-516,2025-12-26T08:16:06.582469,5,8,4,0
ST-186,2025-12-26T08:16:06.582284,2,8,4,0
ST-1325,2025-12-26T08:16:06.582393,13,8,4,0
ST-1062,2025-12-26T08:16:06.582478,6,8,4,0
ST-643,2025-12-26T08:16:06.582572,61,8,4,0
ST-492,2025-12-26T08:16:06.582452,9,8,4,0
ST-178,2025-12-26T08:16:06.582279,1,8,4,0
ST-1087,2025-12-26T08:16:06.582519,6,8,4,0
ST-540,2025-12-26T08:16:06.582499,56,8,4,0
ST-203,2025-12-26T08:16:06.582225,5,8,4,0
ST-1063,2025-12-26T08:16:06.582480,59,8,4,0
ST-933,2025-12-26T08:16:06.582507,2,8,4,0
ST-496,2025-12-26T08:16:06.582454,0,8,4,0
ST-362,2025-12-26T08:16:06.582345,12,8,4,0
ST-740,2025-12-26T08:16:06.582504,2,8,4,0
ST-453,2025-12-26T08:16:06.582406,40,8,4,0
ST-459,2025-12-26T08:16:06.582410,1,8,4,0
ST-2179,2025-12-26T08:16:06.582401,1,8,4,0
ST-212,2025-12-26T08:16:06.582231,21,8,4,0
ST-572,2025-12-26T08:16:06.582528,5,8,4,0
ST-2290,2025-12-26T08:16:06.582560,32,8,4,0
ST-497,2025-12-26T08:16:06.582455,7,8,4,0
ST-2182,2025-12-26T08:16:06.582402,12,8,4,0
ST-852,2025-12-26T08:16:06.582550,1,8,4,0
ST-328,2025-12-26T08:16:06.582386,27,8,4,0
ST-132,2025-12-26T08:16:06.582266,22,8,4,0
ST-238,2025-12-26T08:16:06.582335,2,8,4,0
ST-295,2025-12-26T08:16:06.582253,35,8,4,0
ST-528,2025-12-26T08:16:06.582476,10,8,4,0
ST-254,2025-12-26T08:16:06.582341,26,8,4,0
ST-1035,2025-12-26T08:16:06.582442,23,8,4,0
ST-31,2025-12-26T08:16:06.582218,11,8,4,0
ST-1065,2025-12-26T08:16:06.582483,37,8,4,0
ST-142,2025-12-26T08:16:06.582267,12,8,4,0
ST-1785,2025-12-26T08:16:06.582321,2,8,4,0
ST-300,2025-12-26T08:16:06.582254,38,8,4,0
ST-470,2025-12-26T08:16:06.582414,1,8,4,0
ST-1443,2025-12-26T08:16:06.582398,30,8,4,0
ST-30,2025-12-26T08:16:06.582217,38,8,4,0
ST-5,2025-12-26T08:16:06.582187,12,8,4,0
ST-7,2025-12-26T08:16:06.582190,3,8,4,0
ST-6,2025-12-26T08:16:06.582189,12,8,4,0
ST-849,2025-12-26T08:16:06.582545,10,8,4,0
ST-1731,2025-12-26T08:16:06.582375,57,8,4,0
ST-850,2025-12-26T08:16:06.582546,5,8,4,0
ST-2229,2025-12-26T08:16:06.582540,5,8,4,0
ST-19,2025-12-26T08:16:06.582215,4,8,4,0
ST-157,2025-12-26T08:16:06.582272,6,8,4,0
ST-372,2025-12-26T08:16:06.582351,13,8,4,0
ST-272,2025-12-26T08:16:06.582358,6,8,4,0
ST-248,2025-12-26T08:16:06.582338,7,8,4,0
ST-211,2025-12-26T08:16:06.582229,10,8,4,0
ST-1791,2025-12-26T08:16:06.582323,10,8,4,0
