station_id,timestamp,parking_count,hour,day_of_week,is_weekend
ST-1689,2025-12-26T08:18:07.534373,22,8,4,0
ST-1332,2025-12-26T08:18:07.534438,26,8,4,0
ST-111,2025-12-26T08:18:07.534222,4,8,4,0
ST-578,2025-12-26T08:18:07.534414,8,8,4,0
ST-1515,2025-12-26T08:18:07.534371,8,8,4,0
ST-4,2025-12-26T08:18:07.534070,13,8,4,0
ST-511,2025-12-26T08:18:07.534349,1,8,4,0
ST-398,2025-12-26T08:18:07.534251,12,8,4,0
ST-568,2025-12-26T08:18:07.534425,8,8,4,0
ST-547,2025-12-26T08:18:07.534392,53,8,4,0
ST-539,2025-12-26T08:18:07.534380,2,8,4,0
ST-1098,2025-12-26T08:18:07.534437,22,8,4,0
ST-185,2025-12-26T08:18:07.534159,12,8,4,0
ST-1850,2025-12-26T08:18:07.534346,10,8,4,0
ST-1342,2025-12-26T08:18:07.534291,5,8,4,0
ST-177,2025-12-26T08:18:07.534156,1,8,4,0
ST-232,2025-12-26T08:18:07.534118,12,8,4,0
ST-205,2025-12-26T08:18:07.534108,13,8,4,0
ST-413,2025-12-26T08:18:07.534128,31,8,4,0
ST-1775,2025-12-26T08:18:07.534205,7,8,4,0
ST-2223,2025-12-26T08:18:07.534420,23,8,4,0
ST-360,2025-12-26T08:18:07.534235,20,8,4,0
ST-522,2025-12-26T08:18:07.534352,13,8,4,0
ST-839,2025-12-26T08:18:07.534386,22,8,4,0
ST-51,2025-12-26T08:18:07.534121,9,8,4,0
ST-1675,2025-12-26T08:18:07.534182,15,8,4,0
ST-2222,2025-12-26T08:18:07.534419,6,8,4,0
ST-1375,2025-12-26T08:18:07.534441,52,8,4,0
ST-118,2025-12-26T08:18:07.534140,5,8,4,0
ST-1341,2025-12-26T08:18:07.534290,6,8,4,0
ST-175,2025-12-26T08:18:07.534155,26,8,4,0
ST-1436,2025-12-26T08:18:07.534175,26,8,4,0
ST-243,2025-12-26T08:18:07.534227,20,8,4,0
ST-857,2025-12-26T08:18:07.534436,5,8,4,0
ST-50,2025-12-26T08:18:07.534122,31,8,4,0
ST-1608,2025-12-26T08:18:07.534200,16,8,4,0
ST-1481,2025-12-26T08:18:07.534324,39,8,4,0
ST-840,2025-12-26T08:18:07.534394,50,8,4,0
ST-1034,2025-12-26T08:18:07.534320,11,8,4,0
ST-544,2025-12-26T08:18:07.534388,4,8,4,0
ST-570,2025-12-26T08:18:07.534428,14,8,4,0
ST-475,2025-12-26T08:18:07.534314,15,8,4,0
ST-2014,2025-12-26T08:18:07.534276,8,8,4,0
ST-1768,2025-12-26T08:18:07.534184,12,8,4,0
ST-267,2025-12-26T08:18:07.534248,4,8,4,0
ST-1674,2025-12-26T08:18:07.534326,16,8,4,0
ST-2264,2025-12-26T08:18:07.534328,28,8,4,0
ST-510,2025-12-26T08:18:07.534348,1,8,4,0
ST-200,2025-12-26T08:18:07.534104,10,8,4,0
ST-1999,2025-12-26T08:18:07.534273,1,8,4,0
ST-1064,2025-12-26T08:18:07.534363,39,8,4,0
ST-829,2025-12-26T08:18:07.534356,0,8,4,0
ST-108,2025-12-26T08:18:07.534219,60,8,4,0
ST-975,2025-12-26T08:18:07.534360,15,8,4,0
ST-516,2025-12-26T08:18:07.534351,5,8,4,0
ST-186,2025-12-26T08:18:07.534160,2,8,4,0
ST-1325,2025-12-26T08:18:07.534288,13,8,4,0
ST-1062,2025-12-26T08:18:07.534361,6,8,4,0
ST-643,2025-12-26T08:18:07.534448,61,8,4,0
ST-492,2025-12-26T08:18:07.534330,9,8,4,0
ST-178,2025-12-26T08:18:07.534157,1,8,4,0
ST-1087,2025-12-26T08:18:07.534401,6,8,4,0
ST-540,2025-12-26T08:18:07.534381,56,8,4,0
ST-203,2025-12-26T08:18:07.534106,5,8,4,0
ST-1063,2025-12-26T08:18:07.534362,59,8,4,0
ST-933,2025-12-26T08:18:07.534390,2,8,4,0
ST-496,2025-12-26T08:18:07.534333,0,8,4,0
ST-362,2025-12-26T08:18:07.534237,11,8,4,0
ST-740,2025-12-26T08:18:07.534387,2,8,4,0
ST-453,2025-12-26T08:18:07.534303,40,8,4,0
ST-459,2025-12-26T08:18:07.534307,2,8,4,0
ST-2179,2025-12-26T08:18:07.534298,1,8,4,0
ST-212,2025-12-26T08:18:07.534112,21,8,4,0
ST-572,2025-12-26T08:18:07.534411,6,8,4,0
ST-2290,2025-12-26T08:18:07.534444,32,8,4,0
ST-497,2025-12-26T08:18:07.534334,7,8,4,0
ST-2182,2025-12-26T08:18:07.534299,12,8,4,0
ST-852,2025-12-26T08:18:07.534434,1,8,4,0
ST-328,2025-12-26T08:18:07.534280,27,8,4,0
ST-132,2025-12-26T08:18:07.534145,22,8,4,0
ST-238,2025-12-26T08:18:07.534226,2,8,4,0
ST-295,2025-12-26T08:18:07.534131,35,8,4,0
ST-528,2025-12-26T08:18:07.534358,10,8,4,0
ST-254,2025-12-26T08:18:07.534232,26,8,4,0
ST-1035,2025-12-26T08:18:07.534322,23,8,4,0
ST-31,2025-12-26T08:18:07.534097,11,8,4,0
ST-1065,2025-12-26T08:18:07.534364,37,8,4,0
ST-142,2025-12-26T08:18:07.534146,12,8,4,0
ST-1785,2025-12-26T08:18:07.534210,2,8,4,0
ST-300,2025-12-26T08:18:07.534133,38,8,4,0
ST-470,2025-12-26T08:18:07.534312,1,8,4,0
ST-1443,2025-12-26T08:18:07.534294,30,8,4,0
ST-30,2025-12-26T08:18:07.534096,38,8,4,0
ST-5,2025-12-26T08:18:07.534084,12,8,4,0
ST-7,2025-12-26T08:18:07.534087,3,8,4,0
ST-6,2025-12-26T08:18:07.534085,12,8,4,0
ST-849,2025-12-26T08:18:07.534430,10,8,4,0
ST-1731,2025-12-26T08:18:07.534270,57,8,4,0
ST-850,2025-12-26T08:18:07.534431,5,8,4,0
ST-2229,2025-12-26T08:18:07.534424,5,8,4,0
ST-19,2025-12-26T08:18:07.534094,4,8,4,0
ST-157,2025-12-26T08:18:07.534151,6,8,4,0
ST-372,2025-12-26T08:18:07.534242,13,8,4,0
ST-272,2025-12-26T08:18:07.534250,6,8,4,0
ST-248,2025-12-26T08:18:07.534228,7,8,4,0
ST-211,2025-12-26T08:18:07.534111,10,8,4,0
ST-1791,2025-12-26T08:18:07.534213,10,8,4,0
ST-473,2025-12-26T08:18:07.534313,4,8,4,0
ST-307,2025-12-26T08:18:07.534136,30,8,4,0
ST-1611,2025-12-26T08:18:07.534203,22,8,4,0
ST-365,2025-12-26T08:18:07.534238,11,8,4,0
ST-313,2025-12-26T08:18:07.534263,14,8,4,0
ST-574,2025-12-26T08:18:07.534412,4,8,4,0
ST-253,2025-12-26T08:18:07.534231,20,8,4,0
ST-334,2025-12-26T08:18:07.534283,15,8,4,0
ST-948,2025-12-26T08:18:07.534447,4,8,4,0
ST-523,2025-12-26T08:18:07.534353,16,8,4,0
ST-265,2025-12-26T08:18:07.534247,13,8,4,0
ST-2225,2025-12-26T08:18:07.534421,11,8,4,0
ST-1435,2025-12-26T08:18:07.534174,24,8,4,0
ST-336,2025-12-26T08:18:07.534167,27,8,4,0
ST-1694,2025-12-26T08:18:07.534375,2,8,4,0
ST-216,2025-12-26T08:18:07.534114,14,8,4,0
ST-1333,2025-12-26T08:18:07.534440,42,8,4,0
ST-249,2025-12-26T08:18:07.534229,5,8,4,0
ST-1013,2025-12-26T08:18:07.534267,4,8,4,0
ST-204,2025-12-26T08:18:07.534107,9,8,4,0
ST-233,2025-12-26T08:18:07.534119,15,8,4,0
ST-18,2025-12-26T08:18:07.534091,11,8,4,0
ST-1061,2025-12-26T08:18:07.534337,29,8,4,0
ST-1838,2025-12-26T08:18:07.534344,16,8,4,0
ST-1036,2025-12-26T08:18:07.534323,12,8,4,0
ST-8,2025-12-26T08:18:07.534088,1,8,4,0
ST-1032,2025-12-26T08:18:07.534319,2,8,4,0
ST-831,2025-12-26T08:18:07.534347,16,8,4,0
ST-462,2025-12-26T08:18:07.534308,37,8,4,0
ST-89,2025-12-26T08:18:07.534179,21,8,4,0
ST-435,2025-12-26T08:18:07.534284,31,8,4,0
ST-151,2025-12-26T08:18:07.534148,13,8,4,0
ST-2191,2025-12-26T08:18:07.534302,17,8,4,0
ST-20,2025-12-26T08:18:07.534092,6,8,4,0
ST-198,2025-12-26T08:18:07.534166,15,8,4,0
ST-207,2025-12-26T08:18:07.534109,17,8,4,0
ST-891,2025-12-26T08:18:07.534384,104,8,4,0
ST-1083,2025-12-26T08:18:07.534400,18,8,4,0
ST-2226,2025-12-26T08:18:07.534422,16,8,4,0
ST-463,2025-12-26T08:18:07.534309,13,8,4,0
ST-571,2025-12-26T08:18:07.534410,8,8,4,0
ST-385,2025-12-26T08:18:07.534240,30,8,4,0
ST-324,2025-12-26T08:18:07.534277,13,8,4,0
ST-1070,2025-12-26T08:18:07.534396,11,8,4,0
ST-525,2025-12-26T08:18:07.534357,5,8,4,0
ST-524,2025-12-26T08:18:07.534355,3,8,4,0
ST-387,2025-12-26T08:18:07.534241,6,8,4,0
ST-183,2025-12-26T08:18:07.534153,20,8,4,0
ST-1251,2025-12-26T08:18:07.534366,20,8,4,0
ST-1776,2025-12-26T08:18:07.534207,11,8,4,0
ST-197,2025-12-26T08:18:07.534163,3,8,4,0
ST-236,2025-12-26T08:18:07.534223,27,8,4,0
ST-465,2025-12-26T08:18:07.534311,4,8,4,0
ST-454,2025-12-26T08:18:07.534305,11,8,4,0
ST-1786,2025-12-26T08:18:07.534212,0,8,4,0
ST-289,2025-12-26T08:18:07.534130,5,8,4,0
ST-946,2025-12-26T08:18:07.534287,12,8,4,0
ST-483,2025-12-26T08:18:07.534244,1,8,4,0
ST-72,2025-12-26T08:18:07.534126,12,8,4,0
ST-180,2025-12-26T08:18:07.534158,21,8,4,0
ST-542,2025-12-26T08:18:07.534383,6,8,4,0
ST-586,2025-12-26T08:18:07.534432,4,8,4,0
ST-366,2025-12-26T08:18:07.534239,4,8,4,0
ST-847,2025-12-26T08:18:07.534427,29,8,4,0
ST-1709,2025-12-26T08:18:07.534372,31,8,4,0
ST-119,2025-12-26T08:18:07.534141,29,8,4,0
ST-943,2025-12-26T08:18:07.534169,26,8,4,0
ST-409,2025-12-26T08:18:07.534254,4,8,4,0
ST-825,2025-12-26T08:18:07.534404,12,8,4,0
ST-481,2025-12-26T08:18:07.534318,7,8,4,0
ST-306,2025-12-26T08:18:07.534134,15,8,4,0
ST-1691,2025-12-26T08:18:07.534183,13,8,4,0
ST-1078,2025-12-26T08:18:07.534398,22,8,4,0
ST-944,2025-12-26T08:18:07.534171,2,8,4,0
ST-237,2025-12-26T08:18:07.534224,21,8,4,0
ST-563,2025-12-26T08:18:07.534407,9,8,4,0
ST-15,2025-12-26T08:18:07.534090,3,8,4,0
ST-2152,2025-12-26T08:18:07.534215,0,8,4,0
ST-163,2025-12-26T08:18:07.534152,12,8,4,0
ST-123,2025-12-26T08:18:07.534143,16,8,4,0
ST-73,2025-12-26T08:18:07.534124,11,8,4,0
ST-1506,2025-12-26T08:18:07.534368,13,8,4,0
ST-2177,2025-12-26T08:18:07.534297,9,8,4,0
ST-1736,2025-12-26T08:18:07.534271,2,8,4,0
ST-125,2025-12-26T08:18:07.534144,8,8,4,0
ST-1072,2025-12-26T08:18:07.534397,0,8,4,0
ST-892,2025-12-26T08:18:07.534389,21,8,4,0
ST-408,2025-12-26T08:18:07.534253,3,8,4,0
ST-194,2025-12-26T08:18:07.534162,18,8,4,0
ST-187,2025-12-26T08:18:07.534161,5,8,4,0
ST-278,2025-12-26T08:18:07.534127,4,8,4,0
ST-109,2025-12-26T08:18:07.534221,6,8,4,0
ST-308,2025-12-26T08:18:07.534258,1,8,4,0
ST-2285,2025-12-26T08:18:07.534442,32,8,4,0
ST-1695,2025-12-26T08:18:07.534376,13,8,4,0
ST-436,2025-12-26T08:18:07.534285,1,8,4,0
ST-1779,2025-12-26T08:18:07.534209,28,8,4,0
ST-1376,2025-12-26T08:18:07.534292,12,8,4,0
ST-152,2025-12-26T08:18:07.534149,3,8,4,0
ST-1671,2025-12-26T08:18:07.534256,10,8,4,0
ST-1763,2025-12-26T08:18:07.534341,1,8,4,0
ST-2294,2025-12-26T08:18:07.534446,20,8,4,0
ST-1015,2025-12-26T08:18:07.534268,2,8,4,0
ST-930,2025-12-26T08:18:07.534378,11,8,4,0
ST-842,2025-12-26T08:18:07.534406,15,8,4,0
ST-201,2025-12-26T08:18:07.534105,1,8,4,0
ST-97,2025-12-26T08:18:07.534216,4,8,4,0
ST-311,2025-12-26T08:18:07.534262,28,8,4,0
ST-1249,2025-12-26T08:18:07.534365,32,8,4,0
ST-32,2025-12-26T08:18:07.534099,13,8,4,0
ST-1996,2025-12-26T08:18:07.534272,35,8,4,0
ST-117,2025-12-26T08:18:07.534139,18,8,4,0
ST-218,2025-12-26T08:18:07.534115,0,8,4,0
ST-93,2025-12-26T08:18:07.534178,28,8,4,0
ST-259,2025-12-26T08:18:07.534234,2,8,4,0
ST-838,2025-12-26T08:18:07.534377,25,8,4,0
ST-1833,2025-12-26T08:18:07.534342,3,8,4,0
ST-99,2025-12-26T08:18:07.534218,22,8,4,0
ST-479,2025-12-26T08:18:07.534316,7,8,4,0
ST-895,2025-12-26T08:18:07.534393,1,8,4,0
ST-150,2025-12-26T08:18:07.534147,9,8,4,0
ST-1386,2025-12-26T08:18:07.534417,9,8,4,0
ST-214,2025-12-26T08:18:07.534113,17,8,4,0
ST-39,2025-12-26T08:18:07.534102,6,8,4,0
ST-332,2025-12-26T08:18:07.534282,15,8,4,0
ST-1372,2025-12-26T08:18:07.534172,3,8,4,0
ST-1420,2025-12-26T08:18:07.534340,20,8,4,0
ST-456,2025-12-26T08:18:07.534306,8,8,4,0
ST-910,2025-12-26T08:18:07.534413,3,8,4,0
ST-1383,2025-12-26T08:18:07.534416,3,8,4,0
ST-506,2025-12-26T08:18:07.534245,18,8,4,0
ST-1584,2025-12-26T08:18:07.534403,13,8,4,0
ST-95,2025-12-26T08:18:07.534176,22,8,4,0
ST-493,2025-12-26T08:18:07.534331,23,8,4,0
ST-476,2025-12-26T08:18:07.534315,2,8,4,0
ST-2289,2025-12-26T08:18:07.534443,11,8,4,0
ST-588,2025-12-26T08:18:07.534433,15,8,4,0
ST-2187,2025-12-26T08:18:07.534300,20,8,4,0
ST-230,2025-12-26T08:18:07.534117,6,8,4,0
ST-2000,2025-12-26T08:18:07.534274,3,8,4,0
