station_id,timestamp,parking_count,hour,day_of_week,is_weekend
ST-1689,2025-12-26T08:19:07.932517,22,8,4,0
ST-1332,2025-12-26T08:19:07.932578,26,8,4,0
ST-111,2025-12-26T08:19:07.932371,4,8,4,0
ST-578,2025-12-26T08:19:07.932555,8,8,4,0
ST-1515,2025-12-26T08:19:07.932514,8,8,4,0
ST-4,2025-12-26T08:19:07.932235,13,8,4,0
ST-511,2025-12-26T08:19:07.932494,1,8,4,0
ST-398,2025-12-26T08:19:07.932403,12,8,4,0
ST-568,2025-12-26T08:19:07.932566,8,8,4,0
ST-547,2025-12-26T08:19:07.932533,53,8,4,0
ST-539,2025-12-26T08:19:07.932523,3,8,4,0
ST-1098,2025-12-26T08:19:07.932577,22,8,4,0
ST-185,2025-12-26T08:19:07.932328,12,8,4,0
ST-1850,2025-12-26T08:19:07.932490,10,8,4,0
ST-1342,2025-12-26T08:19:07.932439,5,8,4,0
ST-177,2025-12-26T08:19:07.932324,1,8,4,0
ST-232,2025-12-26T08:19:07.932280,12,8,4,0
ST-205,2025-12-26T08:19:07.932269,13,8,4,0
ST-413,2025-12-26T08:19:07.932290,31,8,4,0
ST-1775,2025-12-26T08:19:07.932357,7,8,4,0
ST-2223,2025-12-26T08:19:07.932561,23,8,4,0
ST-360,2025-12-26T08:19:07.932386,20,8,4,0
ST-522,2025-12-26T08:19:07.932496,13,8,4,0
ST-839,2025-12-26T08:19:07.932528,22,8,4,0
ST-51,2025-12-26T08:19:07.932283,9,8,4,0
ST-1675,2025-12-26T08:19:07.932349,15,8,4,0
ST-2222,2025-12-26T08:19:07.932559,6,8,4,0
ST-1375,2025-12-26T08:19:07.932581,52,8,4,0
ST-118,2025-12-26T08:19:07.932302,5,8,4,0
ST-1341,2025-12-26T08:19:07.932438,6,8,4,0
ST-175,2025-12-26T08:19:07.932317,26,8,4,0
ST-1436,2025-12-26T08:19:07.932343,26,8,4,0
ST-243,2025-12-26T08:19:07.932377,20,8,4,0
ST-857,2025-12-26T08:19:07.932575,5,8,4,0
ST-50,2025-12-26T08:19:07.932284,31,8,4,0
ST-1608,2025-12-26T08:19:07.932353,16,8,4,0
ST-1481,2025-12-26T08:19:07.932471,39,8,4,0
ST-840,2025-12-26T08:19:07.932536,50,8,4,0
ST-1034,2025-12-26T08:19:07.932467,11,8,4,0
ST-544,2025-12-26T08:19:07.932530,3,8,4,0
ST-570,2025-12-26T08:19:07.932568,13,8,4,0
ST-475,2025-12-26T08:19:07.932461,15,8,4,0
ST-2014,2025-12-26T08:19:07.932425,9,8,4,0
ST-1768,2025-12-26T08:19:07.932352,12,8,4,0
ST-267,2025-12-26T08:19:07.932400,4,8,4,0
ST-1674,2025-12-26T08:19:07.932473,16,8,4,0
ST-2264,2025-12-26T08:19:07.932475,28,8,4,0
ST-510,2025-12-26T08:19:07.932492,1,8,4,0
ST-200,2025-12-26T08:19:07.932264,10,8,4,0
ST-1999,2025-12-26T08:19:07.932423,1,8,4,0
ST-1064,2025-12-26T08:19:07.932507,39,8,4,0
ST-829,2025-12-26T08:19:07.932499,0,8,4,0
ST-108,2025-12-26T08:19:07.932369,60,8,4,0
ST-975,2025-12-26T08:19:07.932504,16,8,4,0
ST-516,2025-12-26T08:19:07.932495,5,8,4,0
