station_id,timestamp,parking_count,hour,day_of_week,is_weekend
ST-1013,2025-12-26T08:10:07.479981,4,8,4,0
ST-1013,2025-12-26T08:16:06.582372,4,8,4,0
ST-1013,2025-12-26T08:16:36.862835,4,8,4,0
ST-1013,2025-12-26T08:17:07.037697,4,8,4,0
ST-1013,2025-12-26T08:17:37.291706,4,8,4,0
ST-1013,2025-12-26T08:18:07.534267,4,8,4,0
ST-1013,2025-12-26T08:18:37.714962,4,8,4,0
ST-1013,2025-12-26T08:19:07.932415,4,8,4,0
ST-1013,2025-12-26T08:19:38.171676,4,8,4,0
ST-1013,2025-12-26T08:20:08.426768,4,8,4,0
ST-1015,2025-12-26T08:10:07.479982,2,8,4,0
ST-1015,2025-12-26T08:16:06.582373,2,8,4,0
ST-1015,2025-12-26T08:16:36.862836,2,8,4,0
ST-1015,2025-12-26T08:17:07.037698,2,8,4,0
ST-1015,2025-12-26T08:17:37.291707,2,8,4,0
ST-1015,2025-12-26T08:18:07.534268,2,8,4,0
ST-1015,2025-12-26T08:18:37.714963,2,8,4,0
ST-1015,2025-12-26T08:19:07.932416,2,8,4,0
ST-1015,2025-12-26T08:19:38.171678,2,8,4,0
ST-1015,2025-12-26T08:20:08.426770,2,8,4,0
ST-1032,2025-12-26T08:10:07.480031,2,8,4,0
ST-1032,2025-12-26T08:16:06.582440,2,8,4,0
ST-1032,2025-12-26T08:16:36.862885,2,8,4,0
ST-1032,2025-12-26T08:17:07.037750,2,8,4,0
ST-1032,2025-12-26T08:17:37.291750,2,8,4,0
ST-1032,2025-12-26T08:18:07.534319,2,8,4,0
ST-1032,2025-12-26T08:18:37.715011,2,8,4,0
ST-1032,2025-12-26T08:19:07.932466,2,8,4,0
ST-1032,2025-12-26T08:19:38.171772,2,8,4,0
ST-1032,2025-12-26T08:20:08.426824,2,8,4,0
ST-1034,2025-12-26T08:10:07.480032,11,8,4,0
ST-1034,2025-12-26T08:16:06.582441,11,8,4,0
ST-1034,2025-12-26T08:16:36.862886,11,8,4,0
ST-1034,2025-12-26T08:17:07.037766,11,8,4,0
ST-1034,2025-12-26T08:17:37.291751,11,8,4,0
ST-1034,2025-12-26T08:18:07.534320,11,8,4,0
ST-1034,2025-12-26T08:18:37.715012,11,8,4,0
ST-1034,2025-12-26T08:19:07.932467,11,8,4,0
ST-1034,2025-12-26T08:19:38.171840,11,8,4,0
ST-1034,2025-12-26T08:20:08.426825,11,8,4,0
ST-1035,2025-12-26T08:10:07.480034,23,8,4,0
ST-1035,2025-12-26T08:16:06.582442,23,8,4,0
ST-1035,2025-12-26T08:16:36.862888,23,8,4,0
